SMILES,Reward,Cluster
CCCCCCCCCCCCCCC(=O)c1c(O)cc(O)cc1O,0.827251434,c1c(C(=O)O)cc(O)c(C(CCC(C(C)C)O)(O)C)c1
COc1cc(CN(C=O)C(=O)C=Cc2ccc(Oc3ccc(Cl)cc3Cl)cc2)ccc1O,0.820192337,c1cc(OCc2cc(=O)c(Oc3c(Cl)cccc3Cl)cn2C)ccc1
Oc1ccc(O)c(CNc2ccnc3cc(Cl)ccc23)c1,0.818061888,c12cc(OC)c(OCc3ccc(C(F)(F)F)cc3)cc1c(Nc1ccc(F)c(Cl)c1)ccn2
CCCCCCCNCCCCc1c[nH]cn1,0.812968135,CCC(c1cc(C2CN3C(CN)CC2CC3)nc(-c2ccncc2)n1)CC
O=C(O)C(Cn1ccnc1)C(O)c1ccc(O)c(O)c1,0.803309023,O1COc2cc3c4c(ccc5c6ccc(OC)c(O)c6c[n+](c54)CC3)c21
Oc1n[nH]c2c(N3CCCCC3)ncnc12,0.790862501,c1(N2CCNCC2)c2c3c(cc1)C(=O)N(Nc1nccs1)C(=O)c3ccc2
O=C(C=Cc1ccc(O)c(O)c1)c1ccc(O)c(C(=O)C=Cc2ccc(O)cc2)c1,0.788804531,c1(O)c(O)cc(C(=O)Oc2cc3ccccc3c(OC(c3cc(O)cc(O)c3)=O)c2)cc1O
NCCOc1cc(O)c2cc(Cl)ccc2c1,0.773408771,Clc1cc(Cl)cc(Sc2c(OCCN)c(Cl)cc(Cl)c2)c1OCCN
CCNC(=O)Nc1ccnc2c(N3CCNCC3)cccc12,0.769533932,c1(NCCC2CCCC=C2)ncnc2c1ncn2C1CCCC1
N=C(N)NC(=O)c1ccc(NCCCc2c[nH]cn2)cc1,0.769381821,NC(=N)NCCCC(C(N)=O)NC(C(N)Cc1c2c([nH]c1C(C)(C)C)c(C(C)(C)C)cc(C(C)(C)C)c2)=O
O=C1OC(=Cc2ccc(O)cc2O)c2ccccc21,0.759985387,c1ccccc1C(O)=CC(c1ccc2occc2c1OC)=O
CC(=O)c1nccc2c1ccn2CCCCCCn1ccnc1,0.757951319,c1(C)cc2c(cc1)n(CCCCCC1CCCCC1)c1ccc[n+](C)c21
CN(c1c(C#N)ccc(Cl)c1Cl)S(=O)(=O)c1ccc(Cl)c(Cl)c1,0.752191961,FC(c1cc(S(=O)(Nc2cc(F)cc(F)c2)=O)cc(C(F)(F)F)c1)(F)F
Oc1c(Cl)cc(Br)c(Cl)c1Cl,0.741181731,c1cc(Cl)cc(Cl)c1Oc1c(O)cc(Cl)cc1
O=C(Nc1nc2c(O)cccc2o1)c1cc(Cl)cc(Cl)c1O,0.725188792,c1cccc2[nH]cc(C(C3C(=O)N=C(NC)O3)C)c12
O=C(CC1CCCN(Cc2ccc(Cl)cc2)C1)NCCCCc1c[nH]cn1,0.723564088,C1CCCCC1Cc1[nH]c2c(c1CN(Cc1ccccc1)CC)c(Cl)ncc2
Cc1ccc2nc(-c3c(O)ccc4ccccc34)n(-c3ccc(Cl)c(O)c3)c(=O)c2c1,0.721327305,c1(C#N)ccc(C=Cc2n(-c3cccc(O)c3)c(=O)c3c(n2)cccc3F)cc1
COc1cc(O)cc(O)c1C=CC(=O)c1ccccc1O,0.719282269,Oc1cc(O)c(C(=O)Oc2cc(C(=CC)C)c(C(O)=O)c(O)c2C)c(C)c1
CC(N)CCn1ccnc1,0.714150727,N(C(C)CCC)c1n2c(cccc2)nc1-c1c2c(cccc2)cc2ccccc12
OCC1CN(CCCCc2c[nH]cn2)CCN1,0.700646043,N1(CCC#N)CCN(CCO)CC1
Oc1cc(Cl)cc(F)c1N(CC1CC1)c1cccc(Cl)c1,0.696644902,c1(Cc2c(Cl)cccc2Cl)c(C)n(CC2CCCCC2)ccc1=O
COc1cccc(CNCC(O)COc2cc3ccc(=O)[nH]c3cc2C#CC(C)C)c1Cl,0.693618596,O(c1cnc2c(n1)c(C(O)C(O)C1CCC(NCc3ncc4c(c3)OCCO4)CO1)c(F)cc2)C
CC(C)=CCc1cc(O)c(O)c2oc(=O)ccc12,0.683828533,c1c2c(c(=O)c(CC=C(C)C)c(-c3ccc(O)cc3O)o2)c(O)c(CC=C(C)C)c1O
CC(C)CC(Oc1ccc(Oc2ccc(Cl)c(F)c2)c(O)c1)C(=O)N1CCCCC1,0.67784518,N1CCN(C(c2ccc(Oc3cc(F)c(CC)cc3O)c(F)c2)=O)CC1=O
CC(N)C(CN)NC(=O)c1cc(Nc2ccc(C(F)(F)F)cc2)nc2ccccc12,0.668939233,N(CC)C(=O)Nc1nc2c(c(-c3ncccn3)cc(-c3cncc(F)c3)c2)[nH]1
O=C1NCCc2[nH]c3ccc(-c4n[nH]cc4Nc4ccc(C=Cc5cccc(Cl)c5)cc4)cc3c21,0.666504323,C(=Cc1n(-c2cccc(Cl)c2)nc(C2CCNCC2)c1)c1[nH]c2c(cc(Cl)cc2)c1
CC(C)C1(CO)CCC(NCc2ccc(C(=N)N)cc2)CC1,0.660832107,C1(C)(C)N=C(NCCCCCCCCCC)N=C(NCc2ccc(OC)cc2)N1
CC(C)C1COC(=O)N1c1ncc(Br)c(Nc2cc(NCCOCCN)c(Cl)cn2)n1,0.658506274,c1nc(CN2CCOCC2)ccc1-c1cc2c([nH]c(NC(NCC)=O)n2)c(-n2cc(C)cn2)c1F
Cc1[nH]c2cc(C#CCNC(=S)Nc3c([N+](=O)[O-])sc4ccccc34)ccc2c(=O)c1C,0.648170292,N(c1ccccc1[N+]([O-])=O)c1nc(N2C(c3c([N+]([O-])=O)cccc3)SCC2=O)nc(Nc2c([N+]([O-])=O)cccc2)n1
CC(C)=CCc1c(C)c(CC=C(C)C)c(O)c(C(=O)O)c1O,0.643114746,C(C)(C(=O)OC(CC=C(C)C)C1=CC(=O)c2c(c(O)ccc2O)C1=O)CC
C#CCNCCS(=O)(=O)NCC(N)C#N,0.641428053,c1(C=CCN(Cc2ccccc2N(S(c2ccc(Cl)cc2)(=O)=O)CCO)C)ccc(Cl)cc1
CC(C)c1cc(N(C)C)ccc1C(=O)c1[nH]nc2ccc(-c3ccc(C(=N)N)cc3)cc12,0.637953341,c1(Cl)ccc(C=Nc2nc(-c3c(=O)c4c(n(CC)c3)nc(C)cc4)[nH]n2)cc1
CCCc1cc(O)c2oc3cc(O)c(Br)cc3c(=O)c2c1O,0.636338234,O1C(=O)c2c(CCC)c(Cl)c(O)c(Cl)c2Oc2c(CCC)c(Cl)c(OC)c(Cl)c21
O=C(C=Cc1cc(O)c(O)c(O)c1)CC(=O)C=Cc1ccc(Cl)cc1Cl,0.630717158,c1c(Br)c(O)cc(O)c1C(c1c(Cl)cccc1Cl)c1c(O)cc(O)c(Br)c1
Cc1ccc2c(c1)C(=O)C(=O)N2,0.629272819,C1=CC(=O)n2c3c(cc2C1=O)cccc3
NCCNc1ccc2c(O)c(C(=O)O)c(O)c(O)c2c1,0.622324526,C1Oc2c(cnc(CNC3CCC(C(=O)Nc4c5c(ccc(C#N)n5)ccc4)CC3O)c2)OC1
N#Cc1ccc(Oc2ccc(-c3nc4cc(C(=N)N)ccc4[nH]3)cc2)cc1-c1cc(O)c(C(=O)O)cc1O,0.619238257,c1c(C(C)(C)C)cc(-c2nc3ccc(C(=N)N)cc3o2)c(O)c1C(C)(C)C
N#Cc1cc(OCc2ccc(Cl)cc2Cl)cc(Oc2ccc(CSCC3CC3)cc2O)c1,0.618347347,c1c(C#N)cc(F)c(Oc2c(O)cc(CC)c(F)c2)c1
COc1c(-c2cc(C)c(Cl)cc2O)c(=O)c(=O)c1=O,0.616846621,c1c(O)c(C)c(O)c(Oc2c(C(=O)OC)c(C)c(Cl)c(O)c2)c1C(=CC)C
NCc1cc(-c2ccnc(N)c2)cc(F)c1-c1cnc(N)nc1N,0.614744842,CC(CNc1nc(NCc2sc(-c3cc(Br)ccc3)cc2)ccn1)C
CCc1cnc(C#CCOc2ncccc2C(F)(F)F)c2ccccc12,0.613376081,c12cc(OC)c(OCc3ccc(C(F)(F)F)cc3)cc1c(Nc1ccc(F)c(Cl)c1)ccn2
C=CCC(NS(=O)(=O)c1c(C)cc(C)cc1C)C(=O)NC(Cc1c[nH]c2ccccc12)c1c[nH]c2ccccc2c1=O,0.611736655,O=S(c1ccc2c(c1)NC(=O)C(CC)S2)(=O)Nc1ccc(C)cc1C
O=C(NCC(O)CN1CCN(c2ccc(Cl)c(F)c2)CC1)c1cccc2cc(F)ccc12,0.60275203,OC(=O)c1c(=O)c2cc(F)c(N3CCNCC3)cc2n(C2CC2)c1
CCCNCCCNc1nc(-c2cc(Cl)cc(Cl)c2)c2cc(Br)ccc2n1,0.5926615,c1(Br)cc(Br)cc2c1NCCC2NCCCNc1nc2c(cccn2)[nH]1
CCCNC(=O)c1cc(C(=O)NCc2ccc([N+](=O)[O-])o2)c(C)c(-c2ccccc2CN)n1,0.588181973,c1(-c2nnc(C3CNCCC3)o2)n(C)cc([N+](=O)[O-])c1
Cc1cc(Nc2ccc(C#N)cc2C(=O)O)cc(C)c1C,0.583137035,CC(c1ccc(C)c(Oc2c(NC(=O)c3c(O)ccc(Cl)c3)cc(Cl)cc2)c1)C
Cc1cn(-c2ccc(C(=N)N)cc2)c(=O)cc1-c1ccc(Cl)cc1Cl,0.580622077,c1(Cl)ccc(-n2c(=O)[nH]cc(Cc3ccc(Cl)c(Cl)c3)c2=N)c(Cl)c1
N#Cc1ccc(Cn2cc(CCNC(=O)c3ccc([N+](=O)[O-])o3)nn2)cc1,0.575080931,c1c([N+](=O)[O-])c[nH]c1-c1oc(C2CNCCC2)nn1
CC(C)Oc1cc(F)c(-c2nc(-c3cc(Cl)cc(Cl)c3)c[nH]2)c(F)c1F,0.574562728,c1(-c2c(-c3cc(Cl)cc(Cl)c3)[nH]c(C(F)(F)F)n2)cc(Cl)cc(Cl)c1
CC(C)(C)C(=O)C(=O)C(=O)NCCc1c[nH]c2ccccc12,0.573458731,N(C(C(=O)C(CC)C)=O)CCc1c(-c2ccccc2)[nH]c2c1cccc2
CCN(CC)Cc1cc(C)cc(NC(=O)Nc2cc(C(C)(C)C)nn2-c2cccc(NS(C)(=O)=O)c2)c1,0.566091597,c1cc2cc(-c3nc4n(c3C=NNC(=N)N)nc(S(=O)(N=CN(C)C)=O)s4)c(=O)oc2cc1N(CC)CC
O=C1NC(Cc2c[nH]cn2)CO1,0.560902715,O1NC(=O)C(N)C1
COc1ccc(-c2csc(NN=Cc3ccccc3N(N)O)n2)cc1,0.557529747,s1c(-c2c(C(=O)c3ccc(C)cc3)cn(-c3ccc(OC)cc3)n2)ccc1[N+](=O)[O-]
CC(C)(C)c1ccccc1-c1ccc2ccc(O)nc2c1O,0.542559743,n1c2c(c(=O)[nH]c(-c3cc(C)c(O)c(C)c3)n2)c(C)cc1C
NCCCc1cc(O)ccc1O,0.542368233,c1(Cl)c(C(=O)c2ccc(Cl)cc2)ccc(OCC=CCOCCCNCCc2ccc(F)cc2)c1
Oc1ccc(Cc2nnc(CCNCCc3c[nH]c4ccccc34)s2)cc1,0.537501395,c1c(COc2cccc3c2c(CNC2CCCC(C(=O)OC)C2)n[nH]3)ccc(C(C)(C)C)c1
O=C1c2ccccc2C(=O)c2c1cc(Cl)c(Cc1ccc(O)c(Cl)c1)c2O,0.530834377,c1c(Br)c(O)cc(O)c1C(c1c(Cl)cccc1Cl)c1c(O)cc(O)c(Br)c1
O=CC=CCc1ccc(O)cc1O,0.530309737,C1=CC(=C(c2ccccc2)c2c(C#Cc3ccc(O)cc3)c(C)ccc2-c2ccc(O)cc2)C=CC1=O
COc1c(O)ccc2oc(=O)c(Cl)cc12,0.530289888,O1C(=O)c2c(CCC)c(Cl)c(O)c(Cl)c2Oc2c(CCC)c(Cl)c(OC)c(Cl)c21
N=C(N)c1ccc2[nH]c(C(=O)c3ccc(OCCCN)cc3)cc2c1,0.528292835,CC(=CCn1c2ccccc2c2c(OCC(CNC(N)=N)O)cccc21)C
Cc1cc(C=NNc2nc(-c3ccc(Cl)cc3)cs2)c(C(C)(C)C)n1-c1ccccc1,0.525835156,c1(-c2n3c(nn2)SCC(Nc2c(C)cc(C)cc2C)=N3)c(Cl)cc(Cl)c(F)c1
O=[N+]([O-])c1c(Oc2ccc(Cl)cc2Cl)ccc(Cl)c1Cl,0.52145201,[N+]([O-])(c1c(C=Nc2c(C(C)C)cccc2C(C)C)ccc(OC(C)=O)c1OC)=O
Cc1c(CN(C)CCCCC(=O)c2ccc3ccccc3c2)cnc2nc3ccccc3cc12,0.520707905,C(CCCCC(=O)OCC[N+](C)(C)Cc1c2c(c(C)nc1)OC(C)(C)OC2)CCCCCCCCCC
CC(C)=CCCC(C)=CCc1ccc(Cl)c(C#N)c1Oc1ccc(O)cc1,0.514383197,COc1c(Cl)c(C)c(Cl)c(O)c1C(c1c(CC=C(C)C)c(O)cc(O)c1C=O)=O
O=CN(CC=Cc1cc(Cl)cc(Cl)c1)CC1CCCC1,0.512675464,c1(Cl)ccc(CN(CCBr)CCBr)cc1Cl
NCC(=CCNCc1c(O)[nH]c2ccccc12)c1ccc([N+](=O)[O-])cc1,0.509028256,c1ccc2sc(Sc3cc4c(cc3)OC(N)=C(C#N)C4c3ccc([N+](=O)[O-])cc3)nc2c1
CCc1cc(O)c(Cc2ccc(O)c(C)c2O)cc1Cl,0.505828857,c1c(Cl)c(Cl)c(Cc2c(O)c(Cl)cc(Cl)c2Cl)c(O)c1Cl
O=C(NCc1cccc(Cc2c[nH]cn2)c1)c1cccc2ncccc12,0.505825222,Fc1ccc(C[n+]2ccc3c4c(n5c(=O)ccc2c53)cccc4)cc1
COc1cc2nc(N3CCC(N(C)C)C3)nc(N)c2cc1OC,0.5014956,N1(CC#CCOC(c2c(C)c3c(ncnc3N3CCCCC3)s2)=O)CCN(c2cc(OC)ccc2)CC1
COc1cc(O)c(NC(=O)c2cc(F)cc(-c3cn[nH]c3)c2)cc1Cl,0.498889536,c1(Oc2ccc(C3C4C(C)=NN=C4OC(N)=C3C#N)cc2)nc(Cl)c(Cl)cc1Cl
Cc1ccc2c(c1)C(=NN=C1CSc3cccnc3N1)C(=O)N2,0.49708584,c1cc(NC(=S)NN=C2C(=O)Nc3c2cccc3Br)ccc1Br
Nc1nc(N)c2c(O)c(C=C3NC(=O)NC3=O)sc2n1,0.496346533,C12N3C(=O)C4SSC3(C(=O)N4C)C(O)C1(c1c[nH]c3ccccc31)c1c(cccc1)N2
C#CC#CC#Cc1nc(N)cc2ccsc12,0.494718283,c1(-c2ccc(-c3cccs3)s2)ccc(C(N)=N)cc1
O=C(Nc1ccc(Cl)c(Cl)c1)Nc1cc(Cl)ccc1Oc1ccccc1,0.491612196,CC(c1ccc(C)c(Oc2c(NC(=O)c3c(O)ccc(Cl)c3)cc(Cl)cc2)c1)C
O=c1ccn(CC2CCCCC2)c2ccc(F)cc12,0.489964098,c1(Cc2c(Cl)cccc2Cl)c(C)n(CC2CCCCC2)ccc1=O
COc1cc(-c2ccc(C)cc2)c(F)cc1-n1ncc2cc(S(=O)(=O)Nc3ccncc3Sc3ncccn3)ccc21,0.488332659,c1(NS(c2cc(C(F)(F)F)cc(F)c2)(=O)=O)cc(OC)c(-n2cnc(Cl)c2)cc1
O=Cc1ccc(O)cc1O,0.487078637,c1cc(C(c2cc(Br)c(O)cc2O)c2c(O)cc(O)c(Br)c2)ccc1O
COc1ccc(C=NNc2nccs2)c(OC)c1OC,0.48525241,C(CCCCC)Oc1ccc(-c2sc(C(C)=NNC(N)=N)c(C)n2)cc1
Cn1c(C=C2C(=O)Nc3c(F)cc(F)cc32)nc2ccc(OCCN3CCCC3)cc21,0.483919352,c1ccc2c(n1)C(=O)c1n3c(ccc(Br)c3)c(C(OCCCCCCN3CCN(C)CC3)=O)c1C2=O
CC(C)(C)c1ccc(NCCCCCOCCNC(=O)C=CC=Cc2ccc3ccsc3c2)c(C(=O)O)c1,0.477185965,O=C1C2(CCN(C)CC2)Cc2cc(C=CC(=O)N(C)Cc3sc4ccccc4c3C)cnc2N1
COc1c2c(c(OC)c(C(C)O)c1OC)C=CC(C)(C)O2,0.475468427,c12c(c(O)c3c(=O)c4ccc(O)c(OC)c4oc3c1C(C=C)(C)C)C=CC(C)(C)O2
O=C(S)CCNC(=O)c1cc(Cl)cc(Cl)c1O,0.475383013,c1(Cl)c(C(=O)c2ccc(Cl)cc2)ccc(OCC=CCOCCCNCCc2ccc(F)cc2)c1
Fc1ccc(-c2nc(CCc3ccccc3)[nH]c2-c2ccc(Cl)cc2)c(F)c1F,0.463549793,c1(-c2c(-c3cc(Cl)cc(Cl)c3)[nH]c(C(F)(F)F)n2)cc(Cl)cc(Cl)c1
Cc1nc(O)c(CNCC(O)c2ccc3c(c2)C(=NO)C(=O)N3)c(Cl)n1,0.457338274,O(c1cnc2c(n1)c(C(O)C(O)C1CCC(NCc3ncc4c(c3)OCCO4)CO1)c(F)cc2)C
CCc1ccc(C(=O)NC(Cc2c[nH]cn2)C(=O)n2cnc(C(F)(F)F)n2)c2cc(Cl)ccc12,0.453360528,c1cc(C([N-]c2c([N+]#N)c(C)nn2C)=O)c(Cl)cc1Cl
CC(CNCCn1cc(C#N)cc1C#N)COc1ccc(O)c2ccccc12,0.451321393,COc1c2c(=O)n3c(c(CNCCCCCCCCC)c2ccc1OC)-c1cc(OC)c(OC)cc1CC3
CCCCCN(CCO)C(=O)OC,0.441880494,C(=C)CCCCCCCCCOC(CC(C[N+](C)(C)C)OC(=O)CC(C)C)=O
Clc1cc(Br)cc(Cn2ccnc2)c1,0.436120778,Fc1ccc(C[n+]2ccc3c4c(n5c(=O)ccc2c53)cccc4)cc1
CC1CN(c2nccc3c(-c4ccnc(Cl)c4)ccnc23)CCC1N,0.434604824,C1CN(c2c3nc[nH]c3ncn2)CCC1C
C=C(C)c1cc(O)c(C(C)=O)c(OCCCCCCCC)c1,0.433214217,c1(C)c(C=C)c2c(cc1O)C(CCC(OC)=O)(C)C(C(=C)C)CC2
Oc1cc(-c2ccc(Cl)cc2)c(Br)cc1Cl,0.430870056,c1cc(Cl)cc(Cl)c1Oc1c(O)cc(Cl)cc1
NC1CCC(Nc2nc(Nc3ccc(F)c(Br)c3)nc(N3CC4CC3CO4)n2)C1,0.430546016,c1cc2nc(C(F)(F)F)n(CCn3cnc4c(N5CCOCC5)ncnc34)c2cc1
NCc1ccc(-c2csc3cc4c(cc23)C(=O)CC4)cc1,0.425903857,c12ccsc1C(=O)c1ccncc1C2=O
CCCC(C)c1c(NC(=O)NCC(=O)N(CC)CC)cc(C(F)(F)F)cc1OC,0.425724506,C(C(NC(=O)NCCCN(C)c1c2nc(C(C)(C)C)ccc2cc(OC)c1)C(O)=O)c1cnc[nH]1
COc1ccc(C(=O)NC(=S)NCCCCNC(=O)c2ccc([N+](=O)[O-])o2)cc1,0.424667805,c1(C(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4cc[n+](C)cc4)OCC23)=NOC2CCCC2)csc(N)n1
CC(C)c1ccc(S(=O)(=O)N(C)c2ccc([N+](=O)[O-])cc2)cc1N=[N+]=[N-],0.415572435,O=[N+](c1n(C)c(-c2sc(S(=O)(=O)c3n(C)cnc3[N+]([O-])=O)nn2)nc1)[O-]
CC1(C)C=C(C(=O)N=[N+]=[N-])c2cc(C#N)cc(F)c2O1,0.414034516,c1(Oc2ccc(C3C4C(C)=NN=C4OC(N)=C3C#N)cc2)nc(Cl)c(Cl)cc1Cl
CC1(C)C=Cc2c(cc(O)c(C(=O)C=Cc3ccc(Cl)c(Cl)c3)c2O)O1,0.414001733,c1c(O)ccc2oc3c(c(O)cc4c3C=CC(C)(C)O4)c(=O)c12
Oc1ccc2cccc(O)c2c1C=Cc1ccc(Cl)cc1Cl,0.412856966,c1cc(Cl)cc(Cl)c1Oc1c(O)cc(Cl)cc1
O=C(C=Cc1ccc(O)cc1)c1c(O)cc(O)cc1O,0.412599146,c1cc(C(c2cc(Br)c(O)cc2O)c2c(O)cc(O)c(Br)c2)ccc1O
CCc1ncnc(-c2cccc(=O)[nH]2)c1C#Cc1cnc(N)nc1,0.410586506,c1c(-c2cc(CC#Cc3c(CC)nc(N)nc3N)cc(OC)c2OC)ccnc1
Nc1nc(NCCCCCCCCNc2nc3cc4ccccc4cc3s2)c2ccc(-c3ccc(F)cc3F)cc2n1,0.409389973,c1(Br)cc(Br)cc2c1NCCC2NCCCNc1nc2c(cccn2)[nH]1
N#CC(N)C#Cc1n[nH]c(=O)c2ccccc12,0.408842325,n1c2cccc1C(=O)NC1c3ccccc3CC1OC(=O)c1cccc(n1)C(=O)OC1Cc3ccccc3C1NC2=O
Cc1c(O)cc2c(oc(=O)c3ccccc32)c1C(=O)O,0.408653587,c1cc2c3c(cccc3c1)OC1(C(=CC=CC(O)=O)C(=O)C=C1)O2
O=C(CCCCCNC(=O)c1cc(Br)ccc1O)NCc1ccccc1O,0.407291085,N1CCN(C(c2ccc(Oc3cc(F)c(CC)cc3O)c(F)c2)=O)CC1=O
N#Cc1ccc(CSC(=O)c2cc(Cl)cc(C(=O)C=Cc3ccc(Cl)cc3)c2O)cc1,0.406190157,c1(O)c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O
CCCC(N)C(=O)N1CCCC1c1ncc(-c2ccc(-c3ccc(-c4cn(-c5cccc(C(N)=O)c5N(C)C)nn4)cc3)c(F)c2)[nH]1,0.403560638,c1c(F)c(N2CCNCC2)cc2n(C3CC3)c3n(c(=O)n(N(C)C)c(=O)c3)c12
Cn1cc(C=C(C#N)CCCN)c2nc(N)nc(N)c21,0.399657488,c1(NCCC2CCCC=C2)ncnc2c1ncn2C1CCCC1
COc1cc2c(Oc3ccc(NC(=O)Nc4ccc(F)c(F)c4)cc3OC)ccnc2cc1OCCCN1CCCC1,0.396927148,c12c(sc(NC(c3c(Cl)ccc(OCCNC(=N)N)c3)=O)c1C#N)CN(Cc1ccc(C(OC)=O)cc1)CC2
CCCCCCCC1CCCC(C(C)=O)C1,0.396072328,C(#CC#CC(C=C)O)CC=CCCCCCCC
O=Cc1ccccc1Cc1c[nH]cn1,0.388971984,c1(-c2c(-c3cc(Cl)cc(Cl)c3)[nH]c(C(F)(F)F)n2)cc(Cl)cc(Cl)c1
C#Cc1cc(C)c2c(c1)Sc1ccccc1S2,0.388808489,c12ccsc1C(=O)c1ccncc1C2=O
O=C(O)CCNC(=O)c1cc(NC(=O)c2cc(-c3ncccc3F)c(F)cc2Cl)n(-c2ccccc2)n1,0.387247384,Fc1c(N2CC3N(CCOC3)CC2)nc(C)nc1NNC(C(CN(C=O)O)CC1CCCC1)=O
NCCCNC(=O)C1CN(Cc2cccc3ccccc23)C(=O)O1,0.384538084,C(CCCCCNCC(OC1OC(CN)C(O)C1O)C1CC(O)C(n2ccc(=O)[nH]c2=O)O1)CCCCCCCC
CC(C)N1CCC(Cc2c[nH]cn2)CC1=O,0.383444577,c1cccc2cc(CN(C)C(=O)C=Cc3cc4c(nc3)NC(=O)CC4)n(C)c12
CN(C)CCOc1ccc(-c2nc3c(O)cc(O)cc3o2)cc1,0.382356077,c1c(O)c(OC)cc2oc3c(c(O)c4c(c3O)CCc3cc5c(c(O)c3-4)C(=O)N3C(C)(C5)OCC3)c(=O)c12
CNC(=O)C=CCNc1nc(O)cc(O)n1,0.381454915,O=C1NC(=S)NC(=O)C1=Cc1ccc(O)cc1
CC(C)Nc1cc(-c2cnc3nc(-c4ccc(-c5c[nH]nc5-c5c(F)cccc5F)cc4)oc3c2)ccc1C#N,0.381261528,c1cc2ccc(-n3c(N)c(C#N)c(-c4ccc(Cl)cc4Cl)n3)nc2cc1
NCCC(N)COc1ccc(Cl)cc1,0.380061388,Clc1cc(Cl)cc(Sc2c(OCCN)c(Cl)cc(Cl)c2)c1OCCN
CC(C)(C)c1ccc(-n2cc(-c3ccc(CN)cc3)c3ccc(C(F)(F)F)cc32)cc1,0.375939667,c12cc(-c3cc4n(-c5cc(CCC(C)C)ccc5)ccc4cc3)ccc1[n+](C)cc1c2c(C)ccc1
c1coc(CCn2ccnc2)c1,0.372704417,c1(C)cc2c(cc1)n(CCCCCC1CCCCC1)c1ccc[n+](C)c21
c1ccc(-c2cc(OCCCn3ccnc3)nc(N3CCCC3)n2)nc1,0.370567709,n1c(N2CC(N)CC2CN)nc(Nc2ccc(NC(c3c(O)c4c(cccc4)cc3)=O)cc2)nc1N1CC(N)CC(N)C1
CCC=CC(=O)Nc1cccc(-c2nc3cccc(C(=O)NCCNC(=O)CN)c3[nH]2)c1,0.370117366,C(c1nc2c(cc1)SCC(=O)N2)NC1CCC(C(=O)Nc2ccnc3c2nc(OC)cc3)CC1
OC1CCN(c2ncnc(N3CCC(F)C3)c2-c2cn[nH]c2)C1,0.366076022,c1c2c(ccc1)CN(C1CC(c3ccccc3)=NN1c1nc(-c3c(F)cc(F)cc3)oc1C)CC2
