SMILES,Reward,Cluster
Oc1cc2[nH]nc(Oc3ccc(Cl)cc3)c2cc1-c1nnc(-c2cc(Cl)c(O)c(Cl)c2)o1,0.284612507,SimCluster_67
NCCc1cccc(CCCCCCOc2ccc3c(c2)C(=O)NC3=O)c1,0.282850444,SimCluster_43
CN(C)Cc1c[nH]cc(CCN)c1=O,0.282178909,SimCluster_806
N=C(N)c1ccc(OCc2n[nH]c3ccc(F)cc23)cc1,0.28014484,SimCluster_2
CN(c1ccc2cccnc2c1)c1nc(C(N)=O)cn1C1CC1,0.27722159,SimCluster_115
CCCCOc1cc2c(c(C#N)c1OC)C(=O)c1c(O)cccc1C2=O,0.276377946,SimCluster_22
CCCNc1nc2ccc(F)cc2nc1C#Cc1cncc(Cl)c1Cl,0.271930009,SimCluster_322
CC(=O)c1cc(Br)c(Oc2ccccc2N2CCCC2(C)CO)cc1O,0.270498097,SimCluster_178
O=C(O)c1ccc(O)cc1O,0.268937886,SimCluster_79
O=C1c2cccc(Cl)c2C(=O)c2c(Cl)cc(O)cc21,0.265054852,SimCluster_3
C1=C(c2c[nH]cn2)CCC(NCCc2c[nH]c3ccccc23)C1,0.263112575,SimCluster_15
NC(=O)Nc1ccc(Oc2ccc3cc(-c4nc5ccncc5[nH]4)cnc3c2)cc1F,0.262879044,SimCluster_16
CC(C)C1=CC(=O)CC(CN)C1=O,0.262878448,SimCluster_805
CC1(CSc2cc(O)c3ccccc3n2)CCCC1=O,0.259173453,SimCluster_11
CC(F)(F)CNS(=O)(=O)c1ccc(NCCCn2ccnc2)c(Cl)c1,0.25912264,SimCluster_165
CC(=O)c1cc(O)ccc1O,0.257986635,SimCluster_5
CCCCC(NS(=O)(=O)c1cc(Cl)c(Cl)s1)c1cc2ccc(OC3CCN(C)C3)cc2s1,0.254336774,SimCluster_619
CC(Nc1cc2c(cc1F)NC(=O)C(CCCN)N2)c1cc(Cl)ccc1Cl,0.253997326,SimCluster_471
CC1(C)C=Cc2cc(O)cc(C=Cc3ccc(O)cc3)c2O1,0.252528101,SimCluster_6
O=C(NCCc1ccnc2ccccc12)Nc1nccs1,0.24905391,SimCluster_13
COc1cc(Cl)ccc1N1CCN(CC(O)CN)CC1,0.247566774,SimCluster_29
CCC(C)Nc1nc(SCc2c(F)cc(F)cc2F)[nH]c(=O)c1C(N)=O,0.247290999,SimCluster_525
CCCCCOc1ccc(-n2cc(Cc3ccccc3F)nn2)cc1N,0.247109339,SimCluster_48
Fc1cc(OCc2nccnc2-c2cccc(C(F)(F)F)c2Cl)c2c(NC3CC4CC3CN4)noc2c1,0.246499091,SimCluster_618
COc1ccc(-c2csc(NC(=O)NCCCCCCCN(C)CCCCCCCCN)n2)cc1,0.243948534,SimCluster_18
C=CCN(Cc1ccc(Cl)cc1)C1CCN(c2nc(N)ncc2-c2ccc3[nH]nc(NC)c3c2)CC1,0.242758721,SimCluster_38
CC(O)c1cc(Nc2cc(Cc3c(F)cccc3F)ccn2)ccc1-c1cccnc1,0.242205173,SimCluster_0
Cc1c(C#N)c(=O)[nH]c2ccnc(N3CCC(Oc4ccc(F)cc4F)CC3)c12,0.242035523,SimCluster_62
NCCNC(=O)C1(c2ccc(Cl)c(Cl)c2)CCNCC1,0.24052009,SimCluster_321
Fc1cc(Nc2ccc(Cl)cn2)ccc1C#CC1CCCC1,0.238810629,SimCluster_26
COC(C)N(CCc1ccc(N=[N+]=[N-])cc1C(F)(F)F)C(=O)CSc1ccccc1[N+](=O)[O-],0.238656834,SimCluster_76
O=C(C=CO)NC(Cc1c[nH]cn1)C(=O)NC1c2ccccc2-c2c1ccc1ccccc21,0.238451391,SimCluster_3
Cc1ccc(C(Cc2c[nH]cn2)NC(=O)c2[nH]c3cc(Cl)ccc3c2Nc2cccnc2)cc1,0.23500289,SimCluster_0
CNc1ccc(CNC(=O)Nc2ccc3c(c2)C(C)=CC(C)(C)O3)cc1S(=O)(=O)NC,0.234593764,SimCluster_248
C=C(C)c1ccc(OCCCOc2ccc(CCC)cc2)c(O)c1,0.234515682,SimCluster_4
CCCCCCn1cc(Cn2cnnc2)c(=S)[nH]c1=O,0.232480645,SimCluster_529
N=C(N)c1cccc(-c2cnn(CCNCCCCCCNCCNCc3ccccc3O)c2)c1,0.230666965,SimCluster_13
CSc1cc(Br)cc(Cl)c1O,0.228951767,SimCluster_350
Oc1ccc(C2CCNC2)cc1Oc1ccccc1,0.228934124,SimCluster_13
O=C(C=Cc1c(F)cccc1F)c1nnn[nH]1,0.223788157,SimCluster_146
CCc1cc(C)cc(C)c1Oc1cc(OC)c(C)c(O)c1CO,0.222825065,SimCluster_190
CN1CCN(c2ccc3c(C(=O)NCCc4c[nH]c5ccccc45)n(C)nc3c2)CC1,0.22056447,SimCluster_15
CNCCCNCc1ccc2cccc(OCCCNc3ccnc4cc(Cl)ccc34)c2c1,0.217358992,SimCluster_4
O=c1[nH]nc(-c2c(F)ccc(Cl)c2F)[nH]1,0.215755656,SimCluster_417
CCN(CC)CCCN1CCCC(NC(=O)c2cc3ccccc3s2)C1=O,0.213000625,SimCluster_201
C#CC#CC#CCCC#Cc1cccc2nc(C)cc(O)c12,0.211920112,SimCluster_482
N#Cc1cnc(N)c(C#N)c1-c1ccc(Cl)cc1,0.21124725,SimCluster_94
O=C(NCC(F)(F)F)Nc1nc2cc(Oc3ccc(S(=O)(=O)Nc4ncccn4)cc3F)ccc2s1,0.211062267,SimCluster_16
COc1ccc(N2C(=O)CN(C(=O)c3ccccc3Oc3ccccc3C)C(C)C2=O)cc1,0.210989878,SimCluster_2
O=C(NCCCn1ccnc1)c1ccc2c(c1)OCO2,0.208783269,SimCluster_165
N=C(N)N1CCCC(NC(=O)CN(C(=O)c2c(Cl)cccc2Cl)C(CN2CCCCC2)C2CCCCC2)C1,0.208688125,SimCluster_116
Cc1nc(=O)cc2n1CCc1cc(-c3cn[nH]c3)ccc1-2,0.208565593,SimCluster_144
Oc1ccc(C=Cc2ccc(Cl)cc2Cl)cc1O,0.207661152,SimCluster_6
Cc1cc(F)cc2c1OCCC2CN,0.207237646,SimCluster_617
COc1cc(C(=O)NC2CCCN(CCn3ccnn3)C2)cc(Cl)c1O,0.207182154,SimCluster_141
Clc1ccc(-c2cc(-c3cc(Cl)cc(Cl)c3)ccc2Cl)cc1,0.206903532,SimCluster_6
CCCCCCOc1ccc(NC(=O)NCCC)cc1,0.20370473,SimCluster_18
Cc1ccc(S(=O)(=O)N2CCn3cc(CCCCCn4ccnn4)nc3C2)cc1,0.203291297,SimCluster_40
Clc1nc(-c2ccc(Br)cc2)c2cc(-c3cn[nH]c3)ccc2n1,0.202150792,SimCluster_21
CNc1c(F)c(N2CCCCCC2)cc2c1n(C(C)C)c(=O)n2CC(C)=NOCc1cccc(F)c1,0.201584056,SimCluster_378
CCCCCNc1cc2oc3c(C)cc(N(C)C)cc3c(=O)c2cc1O,0.201129511,SimCluster_34
C=CCc1cc(O)ccc1OCC(O)CNCCc1ccccc1,0.201074794,SimCluster_4
CC(C)S(=O)(=O)CC(=O)Nc1ccc(Cl)cc1-c1cnc2sccn12,0.200364619,SimCluster_292
CN(C)S(=O)(=O)c1ccc2c(c1)C(=O)c1cccc(NCCCCCCN)c1C2=O,0.199001774,SimCluster_3
